order_id,customer_id,order_date,order_status,shipping_method,payment_method,subtotal,tax_amount,shipping_cost,discount_amount,total_amount,shipping_address,order_priority
685,1134,2025-03-20,Completed,Overnight,Bank Transfer,566.0,45.28,11.13,78.49,543.91,"Address 685, City, Country",Medium
686,1872,2025-04-19,Returned,Overnight,PayPal,746.05,59.68,7.21,31.65,781.3,"Address 686, City, Country",High
687,828,2024-09-13,Completed,Overnight,Digital Wallet,754.77,60.38,19.28,44.48,789.95,"Address 687, City, Country",Medium
688,538,2024-09-11,Processing,Economy,Digital Wallet,77.16,6.17,6.32,5.92,83.73,"Address 688, City, Country",Low
689,695,2025-07-01,Completed,Standard,Credit Card,262.59,21.01,21.3,44.43,260.48,"Address 689, City, Country",Medium
690,992,2024-09-16,Processing,Overnight,Bank Transfer,797.72,63.82,17.47,133.88,745.12,"Address 690, City, Country",Urgent
691,1450,2025-04-28,Completed,Economy,Credit Card,946.21,75.7,13.03,100.0,934.94,"Address 691, City, Country",Medium
692,1800,2025-04-14,Shipped,Economy,Digital Wallet,205.46,16.44,20.54,35.37,207.06,"Address 692, City, Country",Medium
693,1619,2025-02-28,Cancelled,Economy,Bank Transfer,255.5,20.44,15.12,49.36,241.7,"Address 693, City, Country",Medium
694,805,2024-12-03,Returned,Overnight,Bank Transfer,407.69,32.62,23.07,23.1,440.28,"Address 694, City, Country",Urgent
695,994,2024-07-13,Completed,Overnight,Bank Transfer,184.63,14.77,14.35,13.18,200.57,"Address 695, City, Country",Medium
696,36,2024-11-09,Completed,Overnight,Digital Wallet,860.14,68.81,20.34,58.54,890.76,"Address 696, City, Country",Low
697,1365,2025-06-17,Processing,Express,Bank Transfer,391.78,31.34,21.94,25.69,419.37,"Address 697, City, Country",Low
698,780,2024-12-17,Shipped,Overnight,PayPal,301.93,24.15,22.83,4.31,344.6,"Address 698, City, Country",Low
699,118,2025-06-13,Completed,Standard,PayPal,820.55,65.64,6.55,117.06,775.69,"Address 699, City, Country",Low
700,60,2024-12-17,Processing,Overnight,Bank Transfer,771.61,61.73,13.88,120.35,726.87,"Address 700, City, Country",High
701,796,2025-02-20,Completed,Overnight,PayPal,79.09,6.33,6.88,3.46,88.84,"Address 701, City, Country",High
702,1883,2025-05-13,Completed,Express,Bank Transfer,739.45,59.16,11.67,141.04,669.23,"Address 702, City, Country",Medium
703,1181,2025-01-23,Returned,Standard,Credit Card,528.23,42.26,11.58,70.03,512.04,"Address 703, City, Country",High
704,1368,2025-04-28,Completed,Economy,Credit Card,476.64,38.13,18.63,44.38,489.03,"Address 704, City, Country",Urgent
705,1970,2025-01-05,Processing,Standard,Bank Transfer,148.62,11.89,22.15,15.54,167.13,"Address 705, City, Country",High
706,324,2024-12-24,Completed,Standard,PayPal,66.72,5.34,9.84,5.75,76.15,"Address 706, City, Country",Medium
707,1015,2024-07-24,Completed,Express,PayPal,721.7,57.74,5.86,28.53,756.76,"Address 707, City, Country",Medium
708,184,2024-09-03,Completed,Economy,Credit Card,593.15,47.45,11.24,88.47,563.37,"Address 708, City, Country",High
709,194,2025-05-18,Completed,Overnight,PayPal,831.63,66.53,8.19,55.53,850.83,"Address 709, City, Country",Medium
710,1108,2024-09-24,Completed,Express,Digital Wallet,186.95,14.96,23.7,36.98,188.62,"Address 710, City, Country",Medium
711,1335,2025-02-09,Completed,Express,PayPal,565.77,45.26,6.78,53.21,564.6,"Address 711, City, Country",Low
712,1036,2024-08-06,Completed,Overnight,PayPal,979.1,78.33,15.24,162.68,909.99,"Address 712, City, Country",Low
713,594,2025-02-22,Shipped,Express,Digital Wallet,986.52,78.92,10.13,11.08,1064.5,"Address 713, City, Country",Urgent
714,1518,2025-04-27,Completed,Standard,Digital Wallet,887.99,71.04,13.49,75.23,897.29,"Address 714, City, Country",High
715,1998,2024-11-06,Completed,Overnight,Credit Card,970.26,77.62,15.09,88.61,974.37,"Address 715, City, Country",Medium
716,910,2025-04-22,Shipped,Standard,PayPal,837.38,66.99,22.55,107.63,819.3,"Address 716, City, Country",Low
717,1069,2024-09-26,Processing,Economy,Bank Transfer,365.5,29.24,18.38,18.91,394.21,"Address 717, City, Country",Low
718,1400,2024-09-11,Completed,Standard,Credit Card,944.46,75.56,24.08,166.63,877.46,"Address 718, City, Country",High
719,519,2024-11-03,Completed,Economy,Bank Transfer,582.1,46.57,23.01,3.61,648.07,"Address 719, City, Country",Medium
720,1652,2024-09-09,Completed,Overnight,Digital Wallet,478.89,38.31,12.7,74.97,454.93,"Address 720, City, Country",Low
721,297,2024-11-09,Completed,Economy,Digital Wallet,311.01,24.88,16.59,3.65,348.83,"Address 721, City, Country",Low
722,727,2024-11-23,Completed,Overnight,PayPal,619.15,49.53,5.47,22.14,652.0,"Address 722, City, Country",Low
723,1765,2025-04-25,Completed,Economy,PayPal,135.6,10.85,22.77,24.67,144.55,"Address 723, City, Country",Low
724,329,2025-01-14,Completed,Express,Digital Wallet,54.81,4.39,13.17,6.9,65.46,"Address 724, City, Country",Medium
725,1373,2024-10-16,Completed,Overnight,PayPal,747.59,59.81,23.81,13.92,817.29,"Address 725, City, Country",Medium
726,403,2025-02-25,Processing,Express,Bank Transfer,402.72,32.22,18.4,34.78,418.56,"Address 726, City, Country",Medium
727,63,2025-03-01,Completed,Standard,Bank Transfer,793.16,63.45,14.89,17.69,853.81,"Address 727, City, Country",Low
728,255,2025-05-23,Completed,Overnight,PayPal,284.37,22.75,13.62,37.25,283.49,"Address 728, City, Country",Medium
729,1177,2024-11-03,Completed,Overnight,Bank Transfer,516.88,41.35,12.09,84.04,486.28,"Address 729, City, Country",Medium
730,1154,2024-07-05,Completed,Overnight,PayPal,595.81,47.66,19.85,68.39,594.94,"Address 730, City, Country",Medium
731,1991,2025-01-07,Cancelled,Economy,Digital Wallet,77.21,6.18,17.34,6.35,94.37,"Address 731, City, Country",Medium
732,1767,2024-11-05,Completed,Express,Bank Transfer,772.92,61.83,19.42,139.76,714.42,"Address 732, City, Country",Medium
733,590,2024-07-24,Cancelled,Standard,Digital Wallet,483.57,38.69,5.01,48.98,478.28,"Address 733, City, Country",Medium
734,326,2025-03-19,Completed,Standard,Credit Card,601.97,48.16,15.01,116.88,548.25,"Address 734, City, Country",Medium
735,607,2024-09-29,Completed,Express,Bank Transfer,543.24,43.46,7.69,56.2,538.19,"Address 735, City, Country",Low
736,1894,2025-04-07,Completed,Overnight,Credit Card,183.99,14.72,17.99,7.04,209.67,"Address 736, City, Country",Low
737,1523,2025-05-22,Processing,Economy,Bank Transfer,922.82,73.83,12.74,182.45,826.93,"Address 737, City, Country",Medium
738,999,2024-09-16,Processing,Express,PayPal,390.07,31.21,22.62,50.24,393.66,"Address 738, City, Country",Low
739,1671,2024-10-30,Completed,Overnight,PayPal,355.08,28.41,9.94,29.05,364.38,"Address 739, City, Country",Urgent
740,1494,2024-10-14,Shipped,Express,Digital Wallet,142.36,11.39,12.79,0.43,166.11,"Address 740, City, Country",High
741,1692,2025-06-11,Shipped,Express,Digital Wallet,871.93,69.75,21.06,112.87,849.87,"Address 741, City, Country",Medium
742,1115,2025-01-12,Processing,Standard,Credit Card,125.52,10.04,20.2,11.17,144.59,"Address 742, City, Country",Low
743,665,2024-07-22,Completed,Standard,PayPal,767.57,61.41,19.43,58.03,790.37,"Address 743, City, Country",Low
744,117,2025-06-16,Completed,Economy,Credit Card,627.48,50.2,14.59,30.81,661.46,"Address 744, City, Country",High
745,1881,2024-12-10,Completed,Economy,Credit Card,937.73,75.02,11.92,127.0,897.67,"Address 745, City, Country",Low
746,714,2024-08-14,Processing,Overnight,Digital Wallet,679.88,54.39,23.9,61.22,696.95,"Address 746, City, Country",Medium
747,1721,2025-06-30,Cancelled,Standard,Credit Card,754.66,60.37,12.27,33.88,793.42,"Address 747, City, Country",Urgent
748,153,2024-12-04,Completed,Standard,Credit Card,534.88,42.79,15.1,14.66,578.11,"Address 748, City, Country",Medium
749,508,2025-06-04,Cancelled,Express,Credit Card,191.12,15.29,5.09,37.09,174.41,"Address 749, City, Country",Urgent
750,1865,2025-05-26,Completed,Express,Bank Transfer,748.21,59.86,10.07,33.69,784.44,"Address 750, City, Country",Medium
751,1272,2025-04-23,Completed,Express,Digital Wallet,96.1,7.69,8.77,1.28,111.27,"Address 751, City, Country",Low
752,174,2025-04-15,Completed,Express,Bank Transfer,473.53,37.88,11.8,44.29,478.93,"Address 752, City, Country",High
753,604,2024-08-06,Completed,Overnight,PayPal,466.3,37.3,19.42,61.1,461.93,"Address 753, City, Country",Medium
754,674,2025-02-28,Shipped,Economy,Digital Wallet,927.65,74.21,17.71,19.64,999.93,"Address 754, City, Country",Medium
755,729,2024-12-11,Completed,Standard,Digital Wallet,115.08,9.21,22.94,4.61,142.62,"Address 755, City, Country",Low
756,1350,2024-09-07,Processing,Economy,Digital Wallet,956.41,76.51,11.59,77.98,966.53,"Address 756, City, Country",High
757,656,2025-04-20,Completed,Overnight,Digital Wallet,380.35,30.43,24.43,32.39,402.82,"Address 757, City, Country",Urgent
758,1068,2024-09-12,Completed,Express,PayPal,414.53,33.16,15.79,31.51,431.97,"Address 758, City, Country",Low
759,1075,2025-06-03,Processing,Express,PayPal,525.16,42.01,5.9,8.09,564.99,"Address 759, City, Country",Medium
760,1279,2025-01-07,Completed,Overnight,PayPal,837.32,66.99,16.92,155.62,765.61,"Address 760, City, Country",Low
761,1844,2024-07-09,Cancelled,Standard,Bank Transfer,739.1,59.13,23.25,60.97,760.5,"Address 761, City, Country",Medium
762,1799,2024-11-17,Returned,Economy,Bank Transfer,98.42,7.87,23.24,17.39,112.15,"Address 762, City, Country",Medium
763,149,2024-08-04,Cancelled,Standard,Bank Transfer,59.95,4.8,24.63,5.91,83.46,"Address 763, City, Country",Medium
764,788,2024-08-20,Completed,Express,Digital Wallet,354.93,28.39,18.98,37.39,364.91,"Address 764, City, Country",Low
765,1920,2025-05-06,Completed,Express,Bank Transfer,237.72,19.02,7.58,11.09,253.23,"Address 765, City, Country",Medium
766,800,2024-08-20,Shipped,Economy,Credit Card,338.88,27.11,7.59,16.85,356.73,"Address 766, City, Country",High
767,755,2024-11-21,Completed,Standard,Bank Transfer,750.41,60.03,23.04,35.48,798.0,"Address 767, City, Country",Low
768,424,2025-05-05,Shipped,Standard,PayPal,472.35,37.79,11.71,44.07,477.78,"Address 768, City, Country",Medium
769,660,2025-04-11,Completed,Express,Credit Card,923.33,73.87,20.56,150.02,867.74,"Address 769, City, Country",Medium
770,1345,2024-10-16,Completed,Standard,Bank Transfer,583.58,46.69,19.63,97.03,552.87,"Address 770, City, Country",Low
771,672,2025-01-14,Completed,Overnight,Credit Card,359.7,28.78,15.84,12.25,392.07,"Address 771, City, Country",High
772,1831,2025-01-10,Completed,Overnight,Bank Transfer,807.17,64.57,20.49,3.55,888.69,"Address 772, City, Country",Medium
773,1229,2024-12-05,Completed,Overnight,Bank Transfer,83.65,6.69,19.92,10.75,99.51,"Address 773, City, Country",Low
774,582,2025-05-09,Completed,Express,Credit Card,390.0,31.2,17.52,12.38,426.34,"Address 774, City, Country",Medium
775,103,2025-04-06,Completed,Express,Digital Wallet,331.06,26.48,8.29,33.31,332.53,"Address 775, City, Country",Medium
776,1017,2024-08-22,Completed,Overnight,Digital Wallet,365.38,29.23,16.27,53.09,357.8,"Address 776, City, Country",Low
777,1258,2024-09-05,Completed,Overnight,Bank Transfer,749.73,59.98,20.86,33.09,797.48,"Address 777, City, Country",High
778,160,2024-08-04,Returned,Overnight,Credit Card,996.26,79.7,22.15,12.72,1085.4,"Address 778, City, Country",High
779,1960,2025-03-23,Completed,Overnight,Credit Card,185.55,14.84,7.8,26.58,181.62,"Address 779, City, Country",Low
780,423,2025-02-23,Completed,Economy,Bank Transfer,168.86,13.51,13.06,33.67,161.76,"Address 780, City, Country",High
781,1065,2025-06-14,Completed,Overnight,Bank Transfer,399.98,32.0,9.22,7.95,433.25,"Address 781, City, Country",Urgent
782,1377,2024-12-02,Completed,Standard,Bank Transfer,91.65,7.33,9.69,7.27,101.41,"Address 782, City, Country",Medium
783,1967,2024-11-06,Completed,Standard,Digital Wallet,360.24,28.82,10.73,63.54,336.24,"Address 783, City, Country",Medium
784,1240,2025-06-01,Shipped,Express,Bank Transfer,781.54,62.52,17.7,37.08,824.69,"Address 784, City, Country",Medium
785,410,2025-01-27,Completed,Overnight,Credit Card,812.4,64.99,21.58,154.58,744.39,"Address 785, City, Country",Medium
786,1532,2025-06-24,Completed,Express,Bank Transfer,298.69,23.9,18.86,23.89,317.56,"Address 786, City, Country",Medium
787,1388,2025-03-08,Shipped,Express,Digital Wallet,573.83,45.91,11.26,18.43,612.57,"Address 787, City, Country",High
788,1274,2025-02-05,Completed,Standard,PayPal,742.44,59.4,24.55,116.33,710.06,"Address 788, City, Country",High
789,1012,2025-03-20,Returned,Economy,Bank Transfer,981.44,78.52,24.92,93.55,991.33,"Address 789, City, Country",Low
790,341,2024-09-17,Completed,Overnight,Credit Card,656.11,52.49,10.65,113.65,605.6,"Address 790, City, Country",Low
791,1935,2024-12-15,Completed,Overnight,PayPal,866.55,69.32,16.82,156.34,796.35,"Address 791, City, Country",Medium
792,1919,2024-07-09,Completed,Economy,Digital Wallet,177.08,14.17,13.64,21.27,183.61,"Address 792, City, Country",Medium
793,32,2025-02-27,Completed,Express,PayPal,231.49,18.52,18.0,9.24,258.77,"Address 793, City, Country",Urgent
794,904,2024-07-22,Processing,Express,Digital Wallet,920.09,73.61,21.7,33.55,981.86,"Address 794, City, Country",Low
795,1381,2024-12-15,Completed,Overnight,Bank Transfer,902.03,72.16,11.46,15.9,969.75,"Address 795, City, Country",Medium
796,283,2025-02-22,Completed,Standard,PayPal,372.69,29.82,12.6,71.42,343.69,"Address 796, City, Country",Low
797,645,2025-04-28,Processing,Economy,PayPal,755.44,60.44,11.62,109.11,718.39,"Address 797, City, Country",Medium
798,298,2024-07-12,Completed,Overnight,Bank Transfer,763.63,61.09,8.01,122.01,710.72,"Address 798, City, Country",Low
799,722,2024-08-17,Completed,Standard,Bank Transfer,98.94,7.92,24.0,13.91,116.95,"Address 799, City, Country",High
800,547,2025-04-22,Completed,Express,Bank Transfer,896.99,71.76,21.17,146.93,843.0,"Address 800, City, Country",Low
801,1711,2024-08-25,Completed,Standard,Credit Card,382.8,30.62,12.44,55.44,370.43,"Address 801, City, Country",Medium
802,1647,2025-05-16,Completed,Express,PayPal,504.78,40.38,8.55,88.46,465.26,"Address 802, City, Country",Low
803,702,2025-06-05,Completed,Express,Bank Transfer,67.12,5.37,6.88,1.98,77.38,"Address 803, City, Country",High
804,414,2025-06-25,Completed,Standard,Digital Wallet,225.53,18.04,18.63,41.71,220.49,"Address 804, City, Country",Low
805,91,2024-12-10,Completed,Economy,PayPal,862.94,69.04,20.69,144.04,808.63,"Address 805, City, Country",Medium
806,1798,2025-01-16,Completed,Express,Credit Card,131.5,10.52,11.55,11.68,141.89,"Address 806, City, Country",Medium
807,1077,2024-10-14,Cancelled,Economy,PayPal,212.1,16.97,9.39,14.82,223.64,"Address 807, City, Country",Medium
808,1233,2024-09-23,Completed,Overnight,Digital Wallet,273.41,21.87,13.61,50.75,258.15,"Address 808, City, Country",Low
809,648,2024-10-12,Completed,Overnight,Digital Wallet,817.44,65.4,18.46,6.68,894.62,"Address 809, City, Country",Medium
810,1550,2025-02-17,Completed,Express,PayPal,73.19,5.86,10.03,1.34,87.73,"Address 810, City, Country",Medium
811,601,2025-01-02,Shipped,Overnight,PayPal,527.9,42.23,22.06,74.82,517.37,"Address 811, City, Country",Low
812,867,2025-05-28,Completed,Standard,Credit Card,143.19,11.46,24.51,3.97,175.19,"Address 812, City, Country",Low
813,1326,2024-10-13,Completed,Standard,Bank Transfer,742.17,59.37,24.29,116.18,709.66,"Address 813, City, Country",Medium
814,1529,2024-11-22,Completed,Economy,Digital Wallet,181.8,14.54,8.83,5.65,199.52,"Address 814, City, Country",Medium
815,1014,2024-12-08,Completed,Standard,PayPal,935.73,74.86,24.63,152.47,882.76,"Address 815, City, Country",Low
816,1880,2024-11-28,Returned,Overnight,Digital Wallet,553.35,44.27,8.1,67.79,537.93,"Address 816, City, Country",Low
817,907,2025-02-14,Shipped,Economy,Bank Transfer,416.13,33.29,12.15,0.08,461.49,"Address 817, City, Country",Urgent
818,218,2024-07-08,Completed,Express,Bank Transfer,163.43,13.07,11.2,14.2,173.52,"Address 818, City, Country",Low
819,236,2025-01-04,Shipped,Express,Bank Transfer,59.19,4.74,9.4,7.88,65.45,"Address 819, City, Country",Medium
820,653,2025-01-13,Completed,Overnight,Credit Card,241.54,19.32,6.08,29.84,237.1,"Address 820, City, Country",Medium
821,266,2024-09-24,Shipped,Economy,Digital Wallet,800.97,64.08,9.29,55.11,819.22,"Address 821, City, Country",Medium
822,373,2024-10-26,Completed,Economy,Digital Wallet,116.32,9.31,8.21,9.94,123.89,"Address 822, City, Country",Medium
823,1554,2025-04-12,Completed,Express,PayPal,233.38,18.67,24.98,9.13,267.9,"Address 823, City, Country",High
824,1876,2025-01-31,Shipped,Economy,Digital Wallet,729.1,58.33,7.65,107.61,687.47,"Address 824, City, Country",Low
825,59,2025-06-22,Completed,Overnight,Credit Card,709.51,56.76,6.39,105.74,666.92,"Address 825, City, Country",Low
826,1080,2025-06-08,Completed,Express,Bank Transfer,839.49,67.16,14.59,43.86,877.38,"Address 826, City, Country",Medium
827,1291,2025-05-09,Completed,Express,Digital Wallet,868.72,69.5,9.08,125.06,822.25,"Address 827, City, Country",Medium
828,781,2024-09-24,Completed,Economy,Digital Wallet,584.22,46.74,6.49,40.67,596.78,"Address 828, City, Country",Medium
829,687,2025-05-19,Shipped,Economy,PayPal,539.53,43.16,6.73,79.35,510.07,"Address 829, City, Country",Medium
830,501,2025-04-17,Completed,Overnight,Bank Transfer,752.03,60.16,10.03,134.88,687.35,"Address 830, City, Country",Low
831,681,2025-06-02,Completed,Overnight,Bank Transfer,998.0,79.84,13.62,144.96,946.5,"Address 831, City, Country",Low
832,1794,2024-09-06,Completed,Overnight,Credit Card,680.32,54.43,15.12,34.12,715.76,"Address 832, City, Country",Medium
833,1702,2024-08-03,Completed,Overnight,PayPal,618.34,49.47,6.06,9.69,664.17,"Address 833, City, Country",Medium
834,998,2025-02-09,Completed,Economy,Digital Wallet,507.12,40.57,23.37,42.5,528.56,"Address 834, City, Country",Medium
835,883,2025-04-25,Completed,Economy,Credit Card,320.34,25.63,21.19,11.92,355.23,"Address 835, City, Country",Medium
836,1903,2025-06-18,Returned,Overnight,Bank Transfer,587.18,46.97,19.58,74.69,579.04,"Address 836, City, Country",Medium
837,2000,2025-04-06,Completed,Economy,Digital Wallet,609.38,48.75,8.86,16.15,650.84,"Address 837, City, Country",Low
838,1146,2025-06-21,Completed,Overnight,Digital Wallet,148.36,11.87,22.54,11.03,171.74,"Address 838, City, Country",Medium
839,262,2024-11-20,Completed,Overnight,Credit Card,188.86,15.11,10.94,18.22,196.69,"Address 839, City, Country",Medium
840,1479,2024-09-28,Completed,Economy,Credit Card,476.3,38.1,22.26,82.83,453.84,"Address 840, City, Country",Low
841,1723,2024-07-26,Completed,Standard,Digital Wallet,790.22,63.22,14.79,139.85,728.38,"Address 841, City, Country",Medium
842,97,2024-10-23,Completed,Express,Bank Transfer,859.54,68.76,22.36,115.85,834.81,"Address 842, City, Country",Low
843,453,2025-02-17,Completed,Express,Digital Wallet,53.13,4.25,5.94,3.31,60.01,"Address 843, City, Country",Low
844,164,2025-07-03,Completed,Express,Digital Wallet,635.64,50.85,23.46,12.21,697.75,"Address 844, City, Country",Medium
845,750,2025-01-26,Completed,Standard,Credit Card,646.87,51.75,24.63,122.2,601.06,"Address 845, City, Country",High
846,282,2024-10-28,Completed,Express,Digital Wallet,664.15,53.13,18.74,33.9,702.12,"Address 846, City, Country",Medium
847,469,2024-09-25,Completed,Economy,Bank Transfer,683.48,54.68,15.8,53.67,700.3,"Address 847, City, Country",High
848,609,2025-02-12,Completed,Overnight,Credit Card,575.51,46.04,11.57,13.98,619.14,"Address 848, City, Country",Medium
849,1640,2024-09-15,Completed,Express,Digital Wallet,73.08,5.85,21.49,13.39,87.02,"Address 849, City, Country",Low
850,1909,2024-08-12,Returned,Overnight,Digital Wallet,440.11,35.21,22.28,28.95,468.65,"Address 850, City, Country",Low
851,1770,2024-07-25,Completed,Express,Bank Transfer,682.63,54.61,14.97,63.87,688.35,"Address 851, City, Country",Low
852,39,2024-09-16,Completed,Standard,Credit Card,451.21,36.1,14.73,53.63,448.41,"Address 852, City, Country",Low
853,947,2025-01-25,Completed,Express,Credit Card,550.43,44.03,21.79,13.1,603.16,"Address 853, City, Country",High
854,815,2024-09-18,Completed,Standard,Digital Wallet,984.29,78.74,12.17,64.72,1010.48,"Address 854, City, Country",Medium
855,1387,2024-10-04,Completed,Express,PayPal,251.44,20.12,15.43,32.63,254.36,"Address 855, City, Country",Urgent
856,505,2025-06-13,Completed,Overnight,Digital Wallet,331.0,26.48,12.02,28.83,340.67,"Address 856, City, Country",Low
857,1202,2025-04-29,Completed,Standard,Credit Card,397.07,31.77,22.6,73.61,377.82,"Address 857, City, Country",Medium
858,1776,2024-12-22,Cancelled,Overnight,Credit Card,279.56,22.36,16.78,38.34,280.36,"Address 858, City, Country",Medium
859,1320,2025-01-27,Completed,Standard,Digital Wallet,311.58,24.93,5.35,34.44,307.41,"Address 859, City, Country",Low
860,388,2025-01-18,Completed,Express,Bank Transfer,786.57,62.93,8.35,24.57,833.27,"Address 860, City, Country",Medium
861,1308,2025-03-01,Completed,Economy,Digital Wallet,761.56,60.92,9.06,131.34,700.2,"Address 861, City, Country",Low
862,1186,2025-05-03,Completed,Standard,PayPal,531.64,42.53,9.76,59.14,524.79,"Address 862, City, Country",Medium
863,335,2024-11-17,Shipped,Overnight,Credit Card,516.9,41.35,8.92,102.94,464.24,"Address 863, City, Country",Medium
864,12,2024-12-05,Completed,Standard,PayPal,169.6,13.57,22.16,8.5,196.83,"Address 864, City, Country",Low
865,425,2025-06-06,Completed,Express,Credit Card,899.54,71.96,18.61,69.79,920.32,"Address 865, City, Country",Low
866,295,2024-10-14,Returned,Standard,PayPal,835.31,66.82,10.42,90.85,821.71,"Address 866, City, Country",Low
867,1273,2024-10-26,Processing,Overnight,PayPal,326.36,26.11,12.98,40.81,324.64,"Address 867, City, Country",Medium
868,1879,2025-04-03,Completed,Express,Bank Transfer,264.06,21.12,9.34,31.12,263.41,"Address 868, City, Country",Low
869,985,2025-03-17,Completed,Overnight,PayPal,422.74,33.82,9.82,5.46,460.92,"Address 869, City, Country",Medium
870,842,2025-02-15,Completed,Overnight,PayPal,600.04,48.0,17.05,70.54,594.55,"Address 870, City, Country",Medium
871,393,2024-08-05,Completed,Overnight,Digital Wallet,916.38,73.31,20.36,128.86,881.2,"Address 871, City, Country",High
872,531,2025-02-16,Completed,Standard,Bank Transfer,719.74,57.58,6.65,51.19,732.77,"Address 872, City, Country",Low
873,1167,2025-04-29,Processing,Overnight,Bank Transfer,725.14,58.01,14.71,137.77,660.09,"Address 873, City, Country",Low
874,493,2024-12-09,Returned,Overnight,PayPal,214.22,17.14,17.08,22.7,225.74,"Address 874, City, Country",Medium
875,1228,2025-03-27,Completed,Standard,Digital Wallet,197.34,15.79,5.3,27.24,191.19,"Address 875, City, Country",Medium
876,161,2025-03-22,Completed,Overnight,Bank Transfer,647.2,51.78,23.35,40.96,681.36,"Address 876, City, Country",Low
877,1534,2025-05-29,Processing,Overnight,Digital Wallet,133.26,10.66,13.64,8.55,149.01,"Address 877, City, Country",Medium
878,1715,2024-11-14,Completed,Standard,Credit Card,147.32,11.79,19.2,10.69,167.61,"Address 878, City, Country",Low
879,1199,2024-12-20,Completed,Express,Bank Transfer,216.07,17.29,17.52,16.73,234.15,"Address 879, City, Country",Medium
880,351,2025-03-07,Returned,Overnight,Credit Card,955.18,76.41,10.24,173.62,868.22,"Address 880, City, Country",Medium
881,802,2024-12-21,Processing,Standard,PayPal,750.73,60.06,20.95,37.12,794.62,"Address 881, City, Country",Low
882,1512,2025-05-17,Shipped,Overnight,Digital Wallet,137.37,10.99,16.51,26.87,137.99,"Address 882, City, Country",Medium
883,245,2024-08-14,Completed,Overnight,Credit Card,269.85,21.59,20.39,7.31,304.52,"Address 883, City, Country",Low
884,832,2024-10-04,Shipped,Overnight,Credit Card,809.0,64.72,16.91,82.76,807.88,"Address 884, City, Country",Low
885,1607,2024-11-16,Completed,Overnight,Bank Transfer,234.39,18.75,18.79,42.33,229.6,"Address 885, City, Country",Medium
886,1490,2025-05-28,Completed,Overnight,Bank Transfer,175.96,14.08,23.4,12.75,200.68,"Address 886, City, Country",Medium
887,1528,2025-03-09,Completed,Economy,Digital Wallet,775.13,62.01,22.37,3.13,856.39,"Address 887, City, Country",Medium
888,1300,2024-08-24,Processing,Standard,Credit Card,557.12,44.57,20.0,32.93,588.76,"Address 888, City, Country",Medium
889,1547,2025-05-06,Shipped,Standard,Bank Transfer,453.38,36.27,11.85,62.01,439.49,"Address 889, City, Country",High
890,141,2024-08-01,Completed,Express,Digital Wallet,883.19,70.65,5.94,53.64,906.13,"Address 890, City, Country",Medium
891,443,2025-05-20,Processing,Standard,PayPal,379.31,30.34,18.27,36.57,391.35,"Address 891, City, Country",Low
892,1191,2024-12-08,Completed,Overnight,Bank Transfer,769.24,61.54,9.54,101.77,738.55,"Address 892, City, Country",Low
893,1283,2025-05-02,Completed,Overnight,Credit Card,904.61,72.37,19.84,175.89,820.92,"Address 893, City, Country",Low
894,870,2025-04-08,Completed,Express,Digital Wallet,959.18,76.73,22.28,65.31,992.88,"Address 894, City, Country",Low
895,330,2025-01-16,Completed,Standard,Credit Card,271.76,21.74,18.31,27.71,284.1,"Address 895, City, Country",Low
896,874,2025-03-21,Shipped,Express,Digital Wallet,822.09,65.77,16.59,38.76,865.69,"Address 896, City, Country",Low
897,900,2024-08-28,Shipped,Express,Digital Wallet,723.91,57.91,10.79,8.98,783.63,"Address 897, City, Country",Low
898,18,2025-01-16,Processing,Overnight,Bank Transfer,339.59,27.17,18.03,50.28,334.51,"Address 898, City, Country",High
899,1103,2024-11-23,Cancelled,Economy,Bank Transfer,967.53,77.4,9.58,27.8,1026.72,"Address 899, City, Country",Medium
900,1241,2025-06-18,Completed,Standard,Digital Wallet,758.33,60.67,20.46,139.52,699.94,"Address 900, City, Country",Medium
901,305,2024-12-23,Shipped,Express,Bank Transfer,152.14,12.17,16.23,20.11,160.42,"Address 901, City, Country",Low
902,421,2024-07-23,Completed,Express,PayPal,206.98,16.56,13.29,32.55,204.28,"Address 902, City, Country",Medium
903,1246,2025-03-09,Completed,Standard,Digital Wallet,803.58,64.29,11.66,75.92,803.6,"Address 903, City, Country",Low
904,198,2025-06-24,Processing,Economy,Digital Wallet,524.58,41.97,19.14,78.14,507.55,"Address 904, City, Country",Medium
905,706,2024-10-30,Shipped,Economy,PayPal,665.68,53.25,7.35,126.0,600.29,"Address 905, City, Country",Medium
906,279,2024-07-26,Completed,Express,Credit Card,342.97,27.44,10.76,42.96,338.21,"Address 906, City, Country",High
907,1823,2024-09-26,Completed,Express,Digital Wallet,833.38,66.67,24.74,50.03,874.76,"Address 907, City, Country",Urgent
908,1709,2025-03-10,Completed,Overnight,PayPal,608.55,48.68,11.62,56.24,612.61,"Address 908, City, Country",Medium
909,1078,2024-09-04,Completed,Overnight,Credit Card,912.33,72.99,7.67,162.68,830.3,"Address 909, City, Country",Medium
910,1445,2024-08-27,Completed,Standard,PayPal,945.02,75.6,24.02,157.09,887.55,"Address 910, City, Country",Medium
911,274,2024-08-25,Completed,Standard,Digital Wallet,544.82,43.59,24.55,107.2,505.75,"Address 911, City, Country",Urgent
